Customer_ID,Gender,Age,Browsing_Time,Purchase_Amount,Number_of_Items,Discount_Applied,Total_Transactions,Category,Satisfaction_Score
1456,Male,18,2.57,56.18,6,28,34,Electronics,5
1457,Female,18,61.9,218.6,6,13,48,Clothing,2
1458,Female,64,92.56,118.81,2,47,33,Beauty,5
1459,Female,37,112.24,260.39,8,27,4,Electronics,5
1460,Male,36,109.2,130.48,5,20,38,Beauty,4
1461,Male,46,98.54,470.57,5,44,30,Electronics,1
1462,Male,27,106.69,453.44,2,31,46,Clothing,2
1463,Male,35,24.71,285.57,4,5,20,Beauty,4
1464,Male,45,34.82,180.44,9,0,26,Books,4
1465,Male,52,35.39,193.67,9,20,15,Electronics,4
1466,Female,60,45.87,208.87,6,3,7,Electronics,3
1467,Female,64,47.81,365.15,9,2,7,Books,3
1468,Female,48,65.8,228.56,4,48,29,Clothing,4
1469,Female,44,20.03,429.08,1,29,23,Home & Kitchen,3
1470,Male,28,83.26,472.33,2,30,34,Electronics,2
1471,Male,66,20.94,171.29,1,33,20,Books,1
1472,Female,66,37.93,282.54,8,18,15,Home & Kitchen,2
1473,Male,55,60.9,52.05,9,19,33,Electronics,1
1474,Female,22,95.78,104.23,6,22,17,Beauty,3
1475,Female,25,89.0,209.67,2,39,20,Books,2
1476,Female,51,77.82,107.07,6,24,13,Beauty,5
1477,Male,65,19.54,438.9,9,14,44,Clothing,4
1478,Female,69,66.1,83.35,3,37,24,Home & Kitchen,1
1479,Female,29,11.41,230.55,9,22,47,Books,1
1480,Female,55,45.91,304.82,2,1,37,Electronics,5
1481,Male,18,50.21,347.47,5,14,7,Electronics,5
1482,Male,48,5.74,194.62,2,43,8,Home & Kitchen,4
1483,Female,21,33.6,435.2,7,34,23,Beauty,3
1484,Male,66,114.72,286.32,9,9,14,Beauty,2
1485,Male,62,114.48,222.56,7,13,4,Books,2
1486,Male,67,42.93,38.28,5,26,21,Books,2
1487,Male,22,6.13,235.02,4,13,46,Beauty,3
1488,Male,47,22.31,411.26,4,34,10,Books,4
1489,Male,41,47.67,309.2,8,32,22,Beauty,2
1490,Male,20,113.79,416.92,1,0,30,Home & Kitchen,1
1491,Male,28,17.8,249.54,5,33,30,Books,1
1492,Male,62,91.86,63.64,2,18,16,Beauty,1
1493,Male,21,13.93,11.75,9,23,11,Books,5
1494,Female,43,117.77,155.09,7,41,22,Electronics,5
1495,Female,44,46.41,350.51,8,3,29,Electronics,3
1496,Male,63,93.25,396.18,6,35,25,Clothing,2
1497,Female,60,41.77,151.4,9,12,14,Beauty,5
1498,Female,44,75.69,250.35,6,31,14,Clothing,1
1499,Male,59,23.85,213.45,7,8,2,Beauty,5
1500,Male,68,18.38,208.21,7,38,13,Books,1
1501,Male,67,112.63,119.52,9,15,3,Beauty,2
1502,Female,23,110.2,72.5,8,49,30,Electronics,3
1503,Female,32,106.61,102.36,1,2,18,Books,4
1504,Male,47,75.43,32.39,4,19,36,Electronics,4
1505,Male,59,97.18,103.07,7,9,21,Books,1
1506,Male,54,9.22,9.55,8,21,19,Beauty,5
1507,Female,54,40.84,315.49,7,47,16,Beauty,5
1508,Female,59,38.33,161.61,3,2,28,Electronics,1
1509,Female,54,76.64,486.71,4,10,4,Home & Kitchen,2
1510,Female,52,43.36,100.89,7,24,15,Beauty,1
1511,Male,40,18.67,176.19,8,41,1,Home & Kitchen,2
1512,Male,23,71.98,182.13,7,47,48,Books,3
1513,Male,21,97.91,9.18,6,7,47,Home & Kitchen,3
1514,Male,35,46.47,420.41,9,8,16,Electronics,1
1515,Female,26,16.74,20.84,9,14,20,Clothing,3
1516,Female,66,24.41,470.39,7,31,33,Clothing,5
1517,Male,46,29.26,446.58,8,2,17,Electronics,2
1518,Male,30,36.69,270.08,6,3,5,Clothing,4
1519,Female,64,77.49,274.08,1,29,5,Electronics,4
1520,Male,69,72.51,328.62,1,12,39,Beauty,3
1521,Female,34,83.83,196.59,6,43,13,Home & Kitchen,2
1522,Male,62,44.14,325.38,2,20,44,Clothing,5
1523,Male,49,99.06,27.16,8,40,36,Beauty,4
1524,Male,65,25.29,31.75,1,45,30,Clothing,5
1525,Male,39,56.82,231.33,2,18,4,Books,5
1526,Male,21,96.31,277.06,8,38,23,Electronics,4
1527,Male,22,22.44,444.47,6,47,21,Electronics,4
1528,Male,54,14.07,56.81,2,21,21,Beauty,3
1529,Female,58,106.16,412.21,2,19,6,Books,2
1530,Female,66,41.81,108.97,7,36,24,Home & Kitchen,1
1531,Female,30,82.38,200.07,5,30,47,Books,2
1532,Female,51,4.02,161.72,5,9,31,Books,1
1533,Female,62,83.12,203.08,8,17,19,Home & Kitchen,4
1534,Male,39,38.62,79.5,7,42,38,Home & Kitchen,5
1535,Male,40,7.63,254.27,9,38,12,Books,2
1536,Female,68,73.57,401.81,4,45,14,Clothing,5
1537,Male,20,29.66,223.56,4,19,12,Clothing,2
1538,Female,59,47.03,247.85,2,17,15,Books,2
1539,Female,51,10.59,425.14,3,10,19,Clothing,5
1540,Male,49,18.51,354.5,1,21,28,Home & Kitchen,3
1541,Male,62,36.46,247.77,1,43,40,Home & Kitchen,4
1542,Male,68,11.68,132.56,7,17,41,Clothing,3
1543,Female,66,109.39,443.04,5,33,5,Home & Kitchen,3
1544,Male,38,1.72,290.63,3,22,5,Electronics,2
1545,Female,63,58.58,114.47,7,0,6,Home & Kitchen,4
1546,Female,61,15.67,138.21,2,9,23,Books,2
1547,Female,38,37.61,402.55,3,0,3,Beauty,1
1548,Male,61,111.2,26.85,1,37,37,Clothing,2
1549,Male,28,20.24,496.09,8,38,33,Clothing,5
1550,Female,56,115.93,69.52,2,48,43,Home & Kitchen,2
1551,Male,21,25.49,399.05,7,8,21,Home & Kitchen,1
1552,Male,68,89.25,200.41,9,30,20,Beauty,2
1553,Male,18,66.05,248.65,6,6,1,Beauty,1
1554,Female,45,106.25,440.92,2,16,39,Books,4
1555,Female,41,66.93,209.39,2,34,47,Electronics,2
1556,Male,52,64.61,271.06,9,47,17,Books,1
1557,Female,30,24.26,29.4,8,36,29,Clothing,4
1558,Male,64,20.78,6.16,9,17,8,Home & Kitchen,5
1559,Male,51,110.06,126.18,4,32,26,Books,3
1560,Male,28,40.01,341.89,4,3,28,Home & Kitchen,1
1561,Male,53,45.28,65.03,2,22,34,Home & Kitchen,5
1562,Female,68,91.42,61.31,1,10,26,Books,4
1563,Female,34,41.32,208.43,4,8,13,Books,5
1564,Female,52,114.3,325.68,8,29,44,Beauty,2
1565,Male,35,88.81,357.48,2,7,37,Electronics,3
1566,Male,57,72.09,93.33,8,39,13,Beauty,1
1567,Male,39,105.83,44.4,1,4,38,Electronics,4
1568,Female,41,6.9,470.5,1,11,25,Books,3
1569,Male,36,31.59,134.03,4,0,47,Electronics,4
1570,Female,54,56.34,427.41,7,14,23,Clothing,5
1571,Female,56,28.01,432.43,9,24,22,Beauty,4
1572,Female,38,89.52,387.4,5,17,21,Beauty,4
1573,Female,25,110.39,88.57,2,37,30,Beauty,5
1574,Female,45,51.43,411.79,7,41,11,Home & Kitchen,5
1575,Female,22,41.71,385.78,2,45,4,Home & Kitchen,3
1576,Male,34,115.42,300.38,9,25,33,Books,1
1577,Male,54,53.94,171.92,9,39,47,Books,5
1578,Female,53,59.2,134.94,3,2,12,Home & Kitchen,3
1579,Female,36,42.85,65.34,8,21,9,Beauty,4
1580,Male,44,109.24,257.33,4,25,32,Home & Kitchen,4
1581,Female,51,68.71,294.7,3,18,11,Electronics,2
1582,Female,28,91.7,182.87,1,43,37,Beauty,5
1583,Male,62,97.6,240.3,5,43,24,Home & Kitchen,3
1584,Female,64,41.68,184.94,4,46,7,Books,3
1585,Female,29,52.61,322.3,1,38,8,Home & Kitchen,1
1586,Female,38,101.97,451.12,8,35,33,Clothing,3
1587,Male,28,44.23,86.14,8,20,25,Home & Kitchen,5
1588,Male,56,95.48,193.8,8,40,1,Beauty,3
1589,Male,45,112.98,74.73,3,47,3,Home & Kitchen,2
1590,Female,22,75.16,314.35,6,25,40,Books,4
1591,Female,34,89.25,365.79,7,12,28,Electronics,4
1592,Male,37,96.81,466.3,9,35,43,Clothing,3
1593,Female,58,101.56,143.04,5,23,33,Beauty,3
1594,Female,63,48.01,475.35,9,40,46,Books,3
1595,Female,29,7.1,36.32,6,25,1,Clothing,3
1596,Female,23,48.82,303.49,4,20,38,Home & Kitchen,2
1597,Female,34,81.18,33.28,1,17,27,Clothing,5
1598,Male,68,54.59,447.42,1,14,38,Electronics,2
1599,Female,36,90.13,267.26,5,14,35,Clothing,2
1600,Male,43,43.48,336.33,3,5,10,Clothing,2
1601,Female,65,76.53,416.63,5,42,12,Home & Kitchen,4
1602,Male,61,23.18,79.4,5,30,10,Home & Kitchen,2
1603,Female,61,90.17,24.1,1,27,34,Beauty,3
1604,Male,69,65.94,440.05,8,7,24,Home & Kitchen,2
1605,Female,49,25.28,160.89,5,28,28,Clothing,3
1606,Male,23,35.74,68.84,5,20,22,Electronics,5
1607,Female,53,90.08,236.89,9,16,45,Home & Kitchen,4
1608,Male,55,58.43,301.16,8,48,16,Beauty,5
1609,Female,28,26.71,20.33,1,23,13,Beauty,5
1610,Male,50,116.11,141.07,3,49,36,Clothing,4
1611,Male,41,86.1,21.24,7,35,36,Home & Kitchen,3
1612,Female,40,114.9,213.07,1,30,43,Home & Kitchen,3
1613,Female,32,51.83,448.07,1,46,23,Beauty,3
1614,Male,44,57.54,491.41,5,33,14,Home & Kitchen,4
1615,Female,28,107.86,320.34,9,1,32,Clothing,2
1616,Male,68,63.48,85.01,6,41,3,Electronics,1
1617,Male,67,85.17,453.4,2,2,27,Clothing,2
1618,Male,34,31.01,260.54,9,29,19,Home & Kitchen,2
1619,Female,68,54.16,81.11,6,7,22,Clothing,5
1620,Male,31,15.69,461.25,5,6,1,Books,1
1621,Male,44,25.51,379.95,5,11,5,Books,3
1622,Female,35,1.11,367.19,3,18,49,Home & Kitchen,2
1623,Female,45,5.67,356.04,6,25,33,Home & Kitchen,4
1624,Female,68,117.3,104.17,4,27,19,Electronics,2
1625,Female,64,29.84,109.45,2,14,36,Clothing,3
1626,Male,64,79.93,345.71,3,13,6,Electronics,2
1627,Male,21,100.85,113.76,9,47,15,Home & Kitchen,5
1628,Male,24,66.53,222.14,9,13,36,Home & Kitchen,5
1629,Male,62,19.22,392.09,6,2,33,Beauty,2
1630,Female,52,87.65,393.06,9,49,24,Electronics,5
1631,Male,65,72.43,229.36,4,28,27,Home & Kitchen,4
1632,Male,26,88.02,397.13,5,5,49,Books,1
1633,Female,25,92.6,420.12,6,48,11,Beauty,2
1634,Male,69,117.07,329.11,9,22,49,Clothing,4
1635,Male,62,69.25,118.07,5,27,23,Beauty,4
1636,Male,34,41.66,140.64,8,13,33,Clothing,4
1637,Male,34,78.17,160.85,1,13,41,Books,3
1638,Male,66,9.14,62.82,5,19,46,Clothing,2
1639,Male,50,107.79,140.21,1,12,47,Electronics,2
1640,Female,49,15.21,108.71,6,26,29,Clothing,2
1641,Female,25,40.01,230.39,7,34,31,Clothing,1
1642,Male,36,98.07,454.68,5,44,1,Beauty,4
1643,Male,55,72.08,56.72,1,1,34,Books,2
1644,Female,20,47.84,361.53,6,40,18,Clothing,5
1645,Male,22,57.34,345.21,5,44,18,Electronics,3
1646,Male,30,102.69,52.4,6,39,6,Beauty,1
1647,Male,64,41.46,461.67,7,47,40,Books,3
1648,Female,63,104.49,286.39,7,23,1,Books,4
1649,Male,48,11.49,185.04,2,28,47,Home & Kitchen,5
1650,Female,33,93.44,379.49,3,2,42,Electronics,4
1651,Male,67,101.86,132.4,6,44,30,Beauty,2
1652,Female,49,22.64,348.29,3,3,4,Beauty,3
1653,Female,39,52.21,24.66,2,49,32,Electronics,5
1654,Male,46,20.69,420.51,4,1,10,Books,3
1655,Female,39,85.09,226.84,5,19,43,Clothing,1
1656,Male,60,64.71,320.16,9,14,5,Electronics,5
1657,Female,20,76.6,114.51,3,48,9,Beauty,1
1658,Male,27,24.38,340.15,3,31,5,Electronics,5
1659,Male,59,26.2,387.26,6,41,11,Books,2
1660,Female,38,5.94,239.24,5,0,35,Home & Kitchen,3
1661,Male,33,39.33,310.77,6,37,27,Home & Kitchen,3
1662,Male,29,67.61,230.88,7,34,4,Clothing,4
1663,Female,19,103.09,447.58,3,6,10,Clothing,5
1664,Male,58,80.36,251.45,5,44,39,Books,5
1665,Male,41,52.81,421.7,8,12,33,Clothing,1
1666,Female,52,114.42,401.67,4,48,38,Home & Kitchen,5
1667,Female,47,86.59,208.2,2,0,8,Books,3
1668,Male,47,111.69,118.89,4,13,49,Books,5
1669,Male,64,63.78,206.01,2,28,24,Books,4
1670,Female,52,31.81,413.98,3,2,39,Electronics,4
1671,Female,36,7.29,117.68,4,45,33,Clothing,3
1672,Male,67,87.4,264.6,4,23,41,Beauty,3
1673,Female,25,15.44,404.02,9,0,43,Home & Kitchen,3
1674,Male,43,37.03,179.97,6,47,19,Clothing,5
1675,Male,66,64.36,322.89,9,9,2,Home & Kitchen,5
1676,Male,57,68.17,126.59,4,12,11,Clothing,2
1677,Male,24,72.47,59.09,9,35,35,Beauty,1
1678,Male,47,20.78,398.22,9,8,17,Home & Kitchen,5
1679,Female,24,46.19,53.99,6,13,42,Beauty,2
1680,Female,20,74.45,139.33,5,35,3,Home & Kitchen,2
1681,Female,18,116.41,428.28,3,9,22,Electronics,4
1682,Female,53,87.59,176.5,5,39,35,Electronics,5
1683,Male,42,110.79,486.66,3,22,21,Home & Kitchen,2
1684,Male,54,91.7,489.97,5,34,25,Home & Kitchen,4
1685,Male,18,71.41,137.8,5,6,39,Beauty,1
1686,Male,32,23.85,25.28,2,41,2,Books,4
1687,Female,54,80.34,354.01,9,34,1,Home & Kitchen,1
1688,Male,30,75.18,228.24,7,1,7,Clothing,3
1689,Male,57,72.69,54.87,6,14,20,Clothing,3
1690,Female,25,59.28,355.22,5,8,43,Clothing,4
1691,Female,22,63.91,20.43,4,46,6,Electronics,3
1692,Female,26,40.8,435.75,8,16,36,Beauty,5
1693,Female,18,62.8,73.63,2,38,21,Electronics,4
1694,Male,53,24.51,68.02,8,17,46,Clothing,2
1695,Male,52,96.82,91.96,1,14,35,Home & Kitchen,5
1696,Female,19,23.11,480.33,1,17,36,Clothing,4
1697,Male,57,11.11,348.12,3,23,8,Home & Kitchen,1
1698,Male,40,52.91,401.68,5,22,4,Beauty,3
1699,Male,26,79.34,201.83,6,11,43,Books,3
1700,Female,51,53.09,171.47,4,22,16,Home & Kitchen,3
1701,Male,63,33.93,121.07,7,20,3,Electronics,4
1702,Female,31,67.42,242.92,7,25,7,Clothing,5
1703,Male,21,42.29,278.16,2,7,2,Clothing,1
1704,Male,47,112.01,317.73,2,29,1,Clothing,3
1705,Male,48,110.79,132.27,2,33,1,Home & Kitchen,5
1706,Female,55,60.78,474.58,2,1,38,Beauty,2
1707,Male,28,40.02,89.03,9,4,7,Home & Kitchen,2
1708,Female,52,88.72,483.0,5,30,24,Electronics,1
1709,Female,25,5.37,12.35,8,32,5,Clothing,3
1710,Female,20,57.5,243.16,5,3,21,Home & Kitchen,2
1711,Male,31,41.02,170.02,5,5,28,Clothing,5
1712,Male,30,110.54,227.32,1,22,18,Electronics,5
1713,Male,62,2.43,287.48,6,44,24,Books,2
1714,Male,49,66.78,220.62,4,18,32,Books,3
1715,Female,51,89.14,210.35,3,42,45,Books,1
1716,Female,62,58.72,367.7,6,44,33,Clothing,3
1717,Female,36,11.16,344.51,2,7,10,Home & Kitchen,4
1718,Male,55,116.72,417.47,8,38,9,Clothing,2
1719,Female,33,62.64,128.73,1,12,49,Beauty,4
1720,Male,19,74.09,306.72,9,0,33,Home & Kitchen,2
1721,Female,57,29.16,294.67,8,5,33,Electronics,1
1722,Male,34,58.54,188.02,1,6,7,Books,3
1723,Male,51,52.07,245.6,9,47,4,Home & Kitchen,3
1724,Female,59,9.91,160.32,2,26,28,Home & Kitchen,2
1725,Female,33,13.63,75.21,3,14,23,Books,5
1726,Female,55,100.66,110.83,2,33,32,Electronics,4
1727,Female,19,29.54,57.23,8,22,44,Clothing,3
1728,Male,19,24.2,343.12,2,47,16,Clothing,3
1729,Female,43,61.08,332.06,2,48,46,Home & Kitchen,2
1730,Female,30,92.48,475.55,1,23,10,Books,5
1731,Female,64,8.37,366.19,7,14,14,Beauty,4
1732,Male,48,69.64,30.76,2,34,39,Electronics,5
1733,Male,51,15.19,442.7,5,3,36,Clothing,5
1734,Female,56,5.34,432.02,5,43,34,Electronics,2
1735,Male,20,7.28,224.44,3,36,24,Electronics,5
1736,Female,25,100.27,295.0,3,16,18,Electronics,4
1737,Male,40,15.04,488.16,3,30,16,Books,1
1738,Male,31,6.37,268.49,6,37,41,Books,1
1739,Male,44,53.11,453.13,4,9,37,Books,4
1740,Male,46,101.44,46.1,3,49,41,Home & Kitchen,2
1741,Female,56,32.23,99.57,2,26,25,Books,3
1742,Female,56,51.18,223.17,3,41,8,Home & Kitchen,2
1743,Female,18,5.75,294.45,4,5,24,Clothing,4
1744,Male,34,54.44,409.03,6,5,20,Clothing,5
1745,Female,58,69.74,494.19,4,14,48,Clothing,1
1746,Female,47,68.94,197.48,8,3,30,Clothing,5
1747,Female,30,40.56,28.47,3,47,20,Clothing,2
1748,Male,38,38.55,401.58,3,39,18,Books,4
1749,Male,36,13.69,304.17,3,6,4,Beauty,1
1750,Male,36,44.65,103.28,8,48,48,Books,4
1751,Female,42,12.84,249.94,4,44,36,Beauty,1
1752,Female,39,92.22,372.44,1,46,6,Books,1
1753,Female,48,115.99,386.35,2,25,3,Clothing,1
1754,Male,34,116.44,252.31,2,30,18,Electronics,2
1755,Male,40,103.94,156.08,3,1,47,Beauty,4
1756,Female,49,72.49,487.0,6,27,40,Electronics,3
1757,Male,27,84.4,333.36,8,41,18,Clothing,3
1758,Male,27,34.94,207.08,1,12,23,Beauty,3
1759,Male,53,76.06,143.83,9,17,35,Electronics,4
1760,Male,25,55.22,366.9,1,29,6,Books,5
1761,Female,69,58.36,124.88,2,10,26,Clothing,4
1762,Male,37,91.18,90.0,3,12,21,Books,1
1763,Male,49,34.55,267.27,7,23,24,Books,5
1764,Male,67,38.85,148.54,9,28,15,Clothing,1
1765,Male,31,111.03,316.31,3,4,27,Beauty,1
1766,Female,67,7.69,63.38,8,34,32,Home & Kitchen,4
1767,Female,45,58.79,329.2,9,18,12,Home & Kitchen,3
1768,Male,63,109.62,145.23,7,12,5,Clothing,5
1769,Male,69,73.63,5.12,4,4,7,Home & Kitchen,2
1770,Male,41,66.02,67.83,4,43,22,Electronics,3
1771,Male,32,30.72,467.14,4,13,27,Beauty,2
1772,Male,39,41.85,434.34,6,37,15,Books,4
1773,Male,47,102.39,120.64,4,21,39,Books,5
1774,Female,21,67.55,390.29,5,8,45,Clothing,4
1775,Male,30,62.25,306.24,9,48,35,Books,2
1776,Female,40,12.85,485.6,7,39,26,Electronics,1
1777,Female,25,2.91,189.93,8,25,23,Electronics,4
1778,Male,35,115.68,342.32,5,44,13,Clothing,5
1779,Female,29,45.86,36.45,5,4,26,Books,4
1780,Female,48,72.78,201.14,7,28,3,Home & Kitchen,3
1781,Female,31,10.49,482.09,8,21,29,Home & Kitchen,4
1782,Female,51,82.29,271.8,9,48,2,Beauty,2
1783,Female,35,111.98,147.5,2,2,28,Clothing,4
1784,Female,51,69.5,64.53,3,27,23,Beauty,5
1785,Male,28,16.01,353.25,2,37,36,Home & Kitchen,4
1786,Female,58,70.22,324.2,7,13,49,Home & Kitchen,4
1787,Female,29,92.2,190.1,2,46,6,Home & Kitchen,5
1788,Female,66,49.36,475.72,2,13,11,Beauty,4
1789,Male,32,105.7,15.99,2,42,38,Clothing,5
1790,Female,48,78.19,155.34,4,10,34,Electronics,2
1791,Male,66,108.01,460.93,1,8,17,Electronics,5
1792,Female,46,75.2,163.86,2,37,3,Home & Kitchen,2
1793,Male,43,16.62,129.87,3,46,44,Clothing,2
1794,Male,35,37.85,269.44,7,43,46,Clothing,5
1795,Female,49,25.01,412.78,1,5,34,Books,4
1796,Female,39,109.15,56.06,6,0,22,Books,3
1797,Male,55,91.49,471.8,3,24,29,Beauty,5
1798,Female,34,81.49,398.56,3,15,29,Books,4
1799,Male,40,36.81,94.72,4,14,5,Beauty,2
1800,Male,41,22.9,357.44,4,33,10,Electronics,1
1801,Male,67,91.02,195.55,7,16,10,Home & Kitchen,3
1802,Male,25,57.42,204.14,3,2,9,Clothing,4
1803,Male,58,27.87,392.73,8,2,21,Electronics,3
1804,Female,23,74.38,481.58,8,36,13,Electronics,1
1805,Male,22,5.8,67.69,7,16,10,Beauty,1
1806,Male,61,39.81,213.21,2,48,38,Home & Kitchen,1
1807,Female,46,56.76,243.07,5,37,11,Beauty,5
1808,Male,45,18.61,191.27,6,0,4,Electronics,3
1809,Female,28,118.17,184.78,4,6,46,Clothing,5
1810,Female,18,25.88,30.87,5,25,31,Books,1
1811,Female,60,16.51,344.34,9,46,49,Beauty,4
1812,Male,36,25.22,220.93,7,38,34,Electronics,1
1813,Male,26,92.52,101.42,2,18,42,Books,5
1814,Male,44,51.64,408.94,1,29,35,Books,1
1815,Female,51,68.28,402.27,2,42,39,Electronics,1
1816,Male,61,3.5,245.76,3,13,39,Home & Kitchen,5
1817,Female,21,5.1,152.73,2,12,33,Electronics,5
1818,Male,53,54.05,320.86,3,19,8,Clothing,4
1819,Female,35,98.18,147.64,9,25,32,Books,5
1820,Male,32,106.34,121.82,4,26,33,Clothing,4
1821,Male,68,11.32,366.6,9,24,8,Beauty,2
1822,Male,30,65.07,24.96,3,8,46,Books,2
1823,Female,36,109.67,51.91,1,40,14,Home & Kitchen,5
1824,Female,66,47.17,8.36,5,47,34,Electronics,1
1825,Male,23,99.72,80.71,2,11,8,Beauty,3
1826,Male,65,16.91,39.15,4,9,42,Clothing,1
1827,Female,29,112.31,497.92,2,5,7,Beauty,5
1828,Female,68,90.42,147.96,2,49,13,Home & Kitchen,4
1829,Female,54,113.02,78.89,3,33,21,Electronics,1
1830,Male,34,81.52,124.29,5,40,47,Beauty,2
1831,Female,40,44.25,468.38,4,18,32,Clothing,5
1832,Male,43,112.64,262.48,2,5,11,Beauty,1
1833,Female,46,33.79,185.58,2,1,14,Electronics,1
1834,Male,50,40.53,437.33,6,14,11,Beauty,4
1835,Female,44,84.4,200.52,7,16,2,Clothing,4
1836,Female,42,92.07,170.83,6,15,34,Electronics,4
1837,Female,27,111.6,107.6,7,27,44,Home & Kitchen,3
1838,Female,64,25.37,192.01,1,20,47,Home & Kitchen,5
1839,Female,40,95.96,161.76,6,7,17,Books,5
1840,Male,38,88.89,340.27,3,9,14,Beauty,2
1841,Female,38,8.59,148.34,1,9,25,Clothing,2
1842,Female,60,47.08,290.71,8,49,48,Beauty,5
1843,Female,30,34.65,37.62,4,9,27,Electronics,1
1844,Male,54,37.23,99.69,8,8,8,Books,5
1845,Female,50,117.97,206.67,4,27,17,Clothing,3
1846,Male,41,77.49,468.79,4,23,5,Beauty,2
1847,Female,61,86.4,191.74,4,18,12,Clothing,2
1848,Female,28,117.22,333.72,6,32,38,Electronics,2
1849,Male,34,45.89,131.27,9,3,18,Books,5
1850,Female,21,96.42,67.88,5,2,26,Clothing,2
1851,Male,64,52.71,33.98,8,41,31,Electronics,2
1852,Male,42,104.47,156.18,8,11,37,Home & Kitchen,5
1853,Female,47,22.5,83.04,4,17,6,Clothing,1
1854,Male,26,113.77,91.14,9,22,41,Books,2
1855,Female,38,27.03,381.58,9,19,15,Clothing,2
1856,Female,37,39.82,12.84,5,5,42,Clothing,2
1857,Male,36,90.99,281.12,6,33,49,Electronics,3
1858,Male,36,47.86,192.83,5,41,26,Beauty,5
1859,Male,29,73.38,255.74,3,1,12,Beauty,2
1860,Male,54,53.9,283.6,8,29,41,Clothing,3
1861,Female,59,89.34,160.12,9,8,47,Books,1
1862,Female,34,28.17,151.08,4,26,14,Books,1
1863,Male,54,7.96,368.03,9,41,1,Electronics,3
1864,Female,65,36.69,436.28,9,33,17,Clothing,1
1865,Female,56,57.44,100.33,7,39,33,Clothing,4
1866,Female,45,20.99,53.32,8,23,29,Beauty,1
1867,Female,58,43.22,449.41,3,48,45,Electronics,4
1868,Male,52,48.6,178.2,5,16,31,Home & Kitchen,3
1869,Male,64,7.83,277.9,3,28,8,Books,4
1870,Female,65,70.41,182.97,7,35,30,Books,1
1871,Male,35,106.24,67.27,6,49,13,Clothing,2
1872,Male,31,19.06,296.72,3,11,16,Electronics,4
1873,Male,52,72.14,264.94,9,30,2,Home & Kitchen,1
1874,Female,61,80.1,105.48,1,48,45,Books,2
1875,Female,58,50.9,228.68,3,8,18,Electronics,3
1876,Female,24,84.43,399.49,7,18,35,Home & Kitchen,3
1877,Male,58,49.88,297.26,3,45,45,Clothing,5
1878,Female,30,61.05,52.97,3,45,19,Beauty,3
1879,Female,35,1.88,276.27,2,16,13,Books,5
1880,Male,54,83.31,352.86,9,1,4,Books,3
1881,Female,30,79.7,397.39,4,39,19,Home & Kitchen,3
1882,Female,53,5.57,316.41,6,4,25,Beauty,3
1883,Male,48,44.82,80.57,2,38,38,Electronics,5
1884,Male,19,117.5,356.54,9,47,31,Clothing,5
1885,Male,33,51.07,340.28,7,15,36,Electronics,4
1886,Female,26,60.73,17.09,5,16,4,Home & Kitchen,1
1887,Female,26,109.28,208.82,7,26,39,Books,1
1888,Female,55,86.35,169.81,4,6,7,Books,1
1889,Male,28,70.27,336.36,7,7,16,Electronics,3
1890,Male,39,95.94,111.99,2,7,48,Clothing,1
1891,Female,50,103.86,297.48,7,22,5,Home & Kitchen,5
1892,Female,53,55.37,457.04,4,31,47,Clothing,4
1893,Male,62,57.54,399.91,4,42,23,Home & Kitchen,2
1894,Male,40,46.94,461.12,1,46,36,Clothing,4
1895,Male,62,116.04,489.36,3,17,32,Electronics,1
1896,Male,62,83.96,10.28,5,37,24,Beauty,1
1897,Female,51,10.9,313.26,5,11,25,Home & Kitchen,5
1898,Male,26,103.69,209.36,2,14,45,Electronics,4
1899,Female,41,58.19,430.63,4,27,28,Books,5
1900,Female,25,9.18,129.65,1,37,19,Books,5
1901,Female,24,66.42,490.61,9,49,7,Clothing,2
1902,Male,53,50.64,308.79,1,30,44,Books,5
1903,Male,35,105.45,397.8,6,8,41,Beauty,5
1904,Male,20,25.28,47.37,7,7,17,Home & Kitchen,2
1905,Male,45,99.35,95.81,3,45,2,Clothing,3
1906,Female,23,67.36,380.41,1,18,16,Home & Kitchen,3
1907,Male,61,7.5,15.88,7,7,39,Home & Kitchen,2
1908,Male,61,116.65,409.35,3,33,18,Electronics,5
1909,Female,38,62.0,11.9,6,3,39,Books,1
1910,Male,45,35.61,330.27,6,30,1,Home & Kitchen,4
1911,Female,57,56.86,185.72,4,37,3,Beauty,1
1912,Female,18,103.09,307.69,6,2,21,Beauty,1
1913,Female,53,37.28,349.54,4,34,30,Books,5
1914,Female,38,23.93,174.53,8,18,11,Books,4
1915,Female,60,16.36,58.44,9,42,22,Clothing,4
1916,Female,52,36.45,39.47,2,28,47,Clothing,3
1917,Female,30,93.83,296.52,7,9,25,Clothing,2
1918,Female,66,57.12,262.72,9,11,3,Books,5
1919,Male,27,28.07,372.39,9,45,30,Home & Kitchen,4
1920,Male,61,20.78,257.32,5,29,24,Electronics,5
1921,Male,64,40.59,214.11,1,29,45,Clothing,3
1922,Male,27,112.85,202.05,6,17,36,Electronics,1
1923,Female,63,41.82,18.09,8,23,23,Beauty,4
1924,Male,30,118.59,171.1,1,31,8,Books,3
1925,Female,54,58.74,488.13,2,8,4,Beauty,5
1926,Male,55,22.32,437.41,1,46,39,Clothing,3
1927,Male,41,107.05,168.04,5,23,43,Home & Kitchen,3
1928,Male,19,55.78,295.96,2,25,31,Clothing,3
